Atk:1, dfd:1, AtkRemAvg:0, DfdRemAvg:0, AtkSucAvg:0.417, DfdSucAvg:0.583
Atk:3, dfd:23, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:24, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:25, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:26, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:27, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:28, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:29, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:30, AtkRemAvg:0, DfdRemAvg:28, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:1, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.694, DfdSucAvg:0.306
Atk:4, dfd:2, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.511, DfdSucAvg:0.489
Atk:4, dfd:3, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.334, DfdSucAvg:0.666
Atk:4, dfd:4, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.215, DfdSucAvg:0.785
Atk:4, dfd:5, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.127, DfdSucAvg:0.873
Atk:4, dfd:6, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.08, DfdSucAvg:0.92
Atk:4, dfd:7, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.046, DfdSucAvg:0.954
Atk:4, dfd:8, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.03, DfdSucAvg:0.97
Atk:4, dfd:9, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.017, DfdSucAvg:0.983
Atk:4, dfd:10, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.01, DfdSucAvg:0.99
Atk:4, dfd:11, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.005, DfdSucAvg:0.995
Atk:4, dfd:12, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:4, dfd:13, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:4, dfd:14, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:4, dfd:15, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:4, dfd:16, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:17, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:18, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:19, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:20, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:21, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:22, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:23, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:24, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:25, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:26, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:27, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:28, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:29, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:30, AtkRemAvg:0, DfdRemAvg:27, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:1, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.755, DfdSucAvg:0.245
Atk:5, dfd:2, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.562, DfdSucAvg:0.438
Atk:5, dfd:3, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.382, DfdSucAvg:0.618
Atk:5, dfd:4, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.237, DfdSucAvg:0.763
Atk:5, dfd:5, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.167, DfdSucAvg:0.833
Atk:5, dfd:6, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.094, DfdSucAvg:0.906
Atk:5, dfd:7, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.062, DfdSucAvg:0.938
Atk:5, dfd:8, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.038, DfdSucAvg:0.962
Atk:5, dfd:9, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.019, DfdSucAvg:0.981
Atk:5, dfd:10, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.012, DfdSucAvg:0.988
Atk:5, dfd:11, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.009, DfdSucAvg:0.991
Atk:5, dfd:12, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:5, dfd:13, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:5, dfd:14, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:15, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:16, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:17, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:18, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:19, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:20, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:21, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:22, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:23, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:24, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:25, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:26, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:27, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:28, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:29, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:30, AtkRemAvg:0, DfdRemAvg:27, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:1, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.8, DfdSucAvg:0.2
Atk:6, dfd:2, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.644, DfdSucAvg:0.356
Atk:6, dfd:3, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.447, DfdSucAvg:0.553
Atk:6, dfd:4, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.303, DfdSucAvg:0.697
Atk:6, dfd:5, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.197, DfdSucAvg:0.803
Atk:6, dfd:6, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.13, DfdSucAvg:0.87
Atk:6, dfd:7, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.073, DfdSucAvg:0.927
Atk:6, dfd:8, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.05, DfdSucAvg:0.95
Atk:6, dfd:9, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.026, DfdSucAvg:0.974
Atk:6, dfd:10, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.017, DfdSucAvg:0.983
Atk:6, dfd:11, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.009, DfdSucAvg:0.991
Atk:6, dfd:12, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.007, DfdSucAvg:0.993
Atk:6, dfd:13, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.005, DfdSucAvg:0.995
Atk:6, dfd:14, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:6, dfd:15, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:6, dfd:16, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:17, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:6, dfd:18, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:19, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:20, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:21, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:22, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:23, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:24, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:25, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:26, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:27, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:28, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:29, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:30, AtkRemAvg:0, DfdRemAvg:27, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:1, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.831, DfdSucAvg:0.169
Atk:7, dfd:2, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.689, DfdSucAvg:0.311
Atk:7, dfd:3, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.517, DfdSucAvg:0.483
Atk:7, dfd:4, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.338, DfdSucAvg:0.662
Atk:7, dfd:5, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.231, DfdSucAvg:0.769
Atk:7, dfd:6, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.147, DfdSucAvg:0.853
Atk:7, dfd:7, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.1, DfdSucAvg:0.9
Atk:7, dfd:8, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.059, DfdSucAvg:0.941
Atk:7, dfd:9, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.041, DfdSucAvg:0.959
Atk:7, dfd:10, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.022, DfdSucAvg:0.978
Atk:7, dfd:11, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.015, DfdSucAvg:0.985
Atk:7, dfd:12, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.008, DfdSucAvg:0.992
Atk:7, dfd:13, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:7, dfd:14, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:7, dfd:15, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:7, dfd:16, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:7, dfd:17, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:7, dfd:18, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:19, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:20, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:21, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:22, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:23, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:24, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:25, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:26, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:27, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:28, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:29, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:30, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:1, AtkRemAvg:4, DfdRemAvg:0, AtkSucAvg:0.864, DfdSucAvg:0.136
Atk:8, dfd:2, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.739, DfdSucAvg:0.261
Atk:8, dfd:3, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.558, DfdSucAvg:0.442
Atk:8, dfd:4, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.425, DfdSucAvg:0.575
Atk:8, dfd:5, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.287, DfdSucAvg:0.713
Atk:8, dfd:6, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.185, DfdSucAvg:0.815
Atk:8, dfd:7, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.12, DfdSucAvg:0.88
Atk:8, dfd:8, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.081, DfdSucAvg:0.919
Atk:8, dfd:9, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.051, DfdSucAvg:0.949
Atk:8, dfd:10, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.03, DfdSucAvg:0.97
Atk:8, dfd:11, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.015, DfdSucAvg:0.985
Atk:8, dfd:12, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.011, DfdSucAvg:0.989
Atk:8, dfd:13, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.005, DfdSucAvg:0.995
Atk:8, dfd:14, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:8, dfd:15, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:8, dfd:16, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:8, dfd:17, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:18, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:19, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:20, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:21, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:8, dfd:22, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
