Atk:1, dfd:1, AtkRemAvg:0, DfdRemAvg:0, AtkSucAvg:0.415, DfdSucAvg:0.585
Atk:1, dfd:25, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:1, dfd:26, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:1, dfd:27, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:1, dfd:28, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:1, dfd:29, AtkRemAvg:0, DfdRemAvg:27, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:1, dfd:30, AtkRemAvg:0, DfdRemAvg:28, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:1, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.639, DfdSucAvg:0.361
Atk:2, dfd:2, AtkRemAvg:0, DfdRemAvg:0, AtkSucAvg:0.483, DfdSucAvg:0.517
Atk:2, dfd:3, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.335, DfdSucAvg:0.665
Atk:2, dfd:4, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.239, DfdSucAvg:0.761
Atk:2, dfd:5, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.16, DfdSucAvg:0.84
Atk:2, dfd:6, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.097, DfdSucAvg:0.903
Atk:2, dfd:7, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.07, DfdSucAvg:0.93
Atk:2, dfd:8, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.038, DfdSucAvg:0.962
Atk:2, dfd:9, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.024, DfdSucAvg:0.976
Atk:2, dfd:10, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.016, DfdSucAvg:0.984
Atk:2, dfd:11, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.009, DfdSucAvg:0.991
Atk:2, dfd:12, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.008, DfdSucAvg:0.992
Atk:2, dfd:13, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:2, dfd:14, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:2, dfd:15, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:2, dfd:16, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:2, dfd:17, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:18, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:19, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:20, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:21, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:22, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:23, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:24, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:25, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:26, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:27, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:28, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:29, AtkRemAvg:0, DfdRemAvg:26, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:2, dfd:30, AtkRemAvg:0, DfdRemAvg:27, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:1, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.8, DfdSucAvg:0.2
Atk:3, dfd:2, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.666, DfdSucAvg:0.334
Atk:3, dfd:3, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.525, DfdSucAvg:0.475
Atk:3, dfd:4, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.404, DfdSucAvg:0.596
Atk:3, dfd:5, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.295, DfdSucAvg:0.705
Atk:3, dfd:6, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.214, DfdSucAvg:0.786
Atk:3, dfd:7, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.153, DfdSucAvg:0.847
Atk:3, dfd:8, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.108, DfdSucAvg:0.892
Atk:3, dfd:9, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.074, DfdSucAvg:0.926
Atk:3, dfd:10, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.051, DfdSucAvg:0.949
Atk:3, dfd:11, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.028, DfdSucAvg:0.972
Atk:3, dfd:12, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.019, DfdSucAvg:0.981
Atk:3, dfd:13, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.013, DfdSucAvg:0.987
Atk:3, dfd:14, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.01, DfdSucAvg:0.99
Atk:3, dfd:15, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.008, DfdSucAvg:0.992
Atk:3, dfd:16, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:3, dfd:17, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:3, dfd:18, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:3, dfd:19, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:3, dfd:20, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:21, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:22, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:23, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:24, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:25, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:26, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:27, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:28, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:29, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:3, dfd:30, AtkRemAvg:0, DfdRemAvg:25, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:1, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.883, DfdSucAvg:0.117
Atk:4, dfd:2, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.788, DfdSucAvg:0.212
Atk:4, dfd:3, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.674, DfdSucAvg:0.326
Atk:4, dfd:4, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.559, DfdSucAvg:0.441
Atk:4, dfd:5, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.442, DfdSucAvg:0.558
Atk:4, dfd:6, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.341, DfdSucAvg:0.659
Atk:4, dfd:7, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.257, DfdSucAvg:0.743
Atk:4, dfd:8, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.189, DfdSucAvg:0.811
Atk:4, dfd:9, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.146, DfdSucAvg:0.854
Atk:4, dfd:10, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.105, DfdSucAvg:0.895
Atk:4, dfd:11, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.069, DfdSucAvg:0.931
Atk:4, dfd:12, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.051, DfdSucAvg:0.949
Atk:4, dfd:13, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.035, DfdSucAvg:0.965
Atk:4, dfd:14, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.028, DfdSucAvg:0.972
Atk:4, dfd:15, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.015, DfdSucAvg:0.985
Atk:4, dfd:16, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.012, DfdSucAvg:0.988
Atk:4, dfd:17, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.008, DfdSucAvg:0.992
Atk:4, dfd:18, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.005, DfdSucAvg:0.995
Atk:4, dfd:19, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:4, dfd:20, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:4, dfd:21, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:4, dfd:22, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:4, dfd:23, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:24, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:25, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:26, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:27, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:28, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:29, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:4, dfd:30, AtkRemAvg:0, DfdRemAvg:24, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:1, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.933, DfdSucAvg:0.067
Atk:5, dfd:2, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.875, DfdSucAvg:0.125
Atk:5, dfd:3, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.8, DfdSucAvg:0.2
Atk:5, dfd:4, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.693, DfdSucAvg:0.307
Atk:5, dfd:5, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.594, DfdSucAvg:0.406
Atk:5, dfd:6, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.5, DfdSucAvg:0.5
Atk:5, dfd:7, AtkRemAvg:0, DfdRemAvg:1, AtkSucAvg:0.387, DfdSucAvg:0.613
Atk:5, dfd:8, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.311, DfdSucAvg:0.689
Atk:5, dfd:9, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.235, DfdSucAvg:0.765
Atk:5, dfd:10, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.178, DfdSucAvg:0.822
Atk:5, dfd:11, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.142, DfdSucAvg:0.858
Atk:5, dfd:12, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.11, DfdSucAvg:0.89
Atk:5, dfd:13, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.073, DfdSucAvg:0.927
Atk:5, dfd:14, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.049, DfdSucAvg:0.951
Atk:5, dfd:15, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.037, DfdSucAvg:0.963
Atk:5, dfd:16, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.027, DfdSucAvg:0.973
Atk:5, dfd:17, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.02, DfdSucAvg:0.98
Atk:5, dfd:18, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.011, DfdSucAvg:0.989
Atk:5, dfd:19, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.011, DfdSucAvg:0.989
Atk:5, dfd:20, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.006, DfdSucAvg:0.994
Atk:5, dfd:21, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:5, dfd:22, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.003, DfdSucAvg:0.997
Atk:5, dfd:23, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:5, dfd:24, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:25, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:26, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:27, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:28, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:5, dfd:29, AtkRemAvg:0, DfdRemAvg:22, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:5, dfd:30, AtkRemAvg:0, DfdRemAvg:23, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:1, AtkRemAvg:4, DfdRemAvg:0, AtkSucAvg:0.965, DfdSucAvg:0.035
Atk:6, dfd:2, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.922, DfdSucAvg:0.078
Atk:6, dfd:3, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.874, DfdSucAvg:0.126
Atk:6, dfd:4, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.805, DfdSucAvg:0.195
Atk:6, dfd:5, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.72, DfdSucAvg:0.28
Atk:6, dfd:6, AtkRemAvg:1, DfdRemAvg:0, AtkSucAvg:0.617, DfdSucAvg:0.383
Atk:6, dfd:7, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.516, DfdSucAvg:0.484
Atk:6, dfd:8, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.436, DfdSucAvg:0.564
Atk:6, dfd:9, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.356, DfdSucAvg:0.644
Atk:6, dfd:10, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.298, DfdSucAvg:0.702
Atk:6, dfd:11, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.221, DfdSucAvg:0.779
Atk:6, dfd:12, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.169, DfdSucAvg:0.831
Atk:6, dfd:13, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.128, DfdSucAvg:0.872
Atk:6, dfd:14, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.096, DfdSucAvg:0.904
Atk:6, dfd:15, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.075, DfdSucAvg:0.925
Atk:6, dfd:16, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.054, DfdSucAvg:0.946
Atk:6, dfd:17, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.043, DfdSucAvg:0.957
Atk:6, dfd:18, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.028, DfdSucAvg:0.972
Atk:6, dfd:19, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.02, DfdSucAvg:0.98
Atk:6, dfd:20, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.015, DfdSucAvg:0.985
Atk:6, dfd:21, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.009, DfdSucAvg:0.991
Atk:6, dfd:22, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.006, DfdSucAvg:0.994
Atk:6, dfd:23, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:6, dfd:24, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:6, dfd:25, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:6, dfd:26, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:6, dfd:27, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:28, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:6, dfd:29, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:6, dfd:30, AtkRemAvg:0, DfdRemAvg:21, AtkSucAvg:0.0, DfdSucAvg:1.0
Atk:7, dfd:1, AtkRemAvg:5, DfdRemAvg:0, AtkSucAvg:0.98, DfdSucAvg:0.02
Atk:7, dfd:2, AtkRemAvg:4, DfdRemAvg:0, AtkSucAvg:0.953, DfdSucAvg:0.047
Atk:7, dfd:3, AtkRemAvg:4, DfdRemAvg:0, AtkSucAvg:0.918, DfdSucAvg:0.082
Atk:7, dfd:4, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.868, DfdSucAvg:0.132
Atk:7, dfd:5, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.807, DfdSucAvg:0.193
Atk:7, dfd:6, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.737, DfdSucAvg:0.263
Atk:7, dfd:7, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.65, DfdSucAvg:0.35
Atk:7, dfd:8, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.547, DfdSucAvg:0.453
Atk:7, dfd:9, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.461, DfdSucAvg:0.539
Atk:7, dfd:10, AtkRemAvg:1, DfdRemAvg:2, AtkSucAvg:0.396, DfdSucAvg:0.604
Atk:7, dfd:11, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.329, DfdSucAvg:0.671
Atk:7, dfd:12, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.254, DfdSucAvg:0.746
Atk:7, dfd:13, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.204, DfdSucAvg:0.796
Atk:7, dfd:14, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.164, DfdSucAvg:0.836
Atk:7, dfd:15, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.119, DfdSucAvg:0.881
Atk:7, dfd:16, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.091, DfdSucAvg:0.909
Atk:7, dfd:17, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.067, DfdSucAvg:0.933
Atk:7, dfd:18, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.056, DfdSucAvg:0.944
Atk:7, dfd:19, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.038, DfdSucAvg:0.962
Atk:7, dfd:20, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.029, DfdSucAvg:0.971
Atk:7, dfd:21, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.022, DfdSucAvg:0.978
Atk:7, dfd:22, AtkRemAvg:0, DfdRemAvg:12, AtkSucAvg:0.017, DfdSucAvg:0.983
Atk:7, dfd:23, AtkRemAvg:0, DfdRemAvg:13, AtkSucAvg:0.01, DfdSucAvg:0.99
Atk:7, dfd:24, AtkRemAvg:0, DfdRemAvg:14, AtkSucAvg:0.01, DfdSucAvg:0.99
Atk:7, dfd:25, AtkRemAvg:0, DfdRemAvg:15, AtkSucAvg:0.008, DfdSucAvg:0.992
Atk:7, dfd:26, AtkRemAvg:0, DfdRemAvg:16, AtkSucAvg:0.004, DfdSucAvg:0.996
Atk:7, dfd:27, AtkRemAvg:0, DfdRemAvg:17, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:7, dfd:28, AtkRemAvg:0, DfdRemAvg:18, AtkSucAvg:0.002, DfdSucAvg:0.998
Atk:7, dfd:29, AtkRemAvg:0, DfdRemAvg:19, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:7, dfd:30, AtkRemAvg:0, DfdRemAvg:20, AtkSucAvg:0.001, DfdSucAvg:0.999
Atk:8, dfd:1, AtkRemAvg:6, DfdRemAvg:0, AtkSucAvg:0.988, DfdSucAvg:0.012
Atk:8, dfd:2, AtkRemAvg:5, DfdRemAvg:0, AtkSucAvg:0.974, DfdSucAvg:0.026
Atk:8, dfd:3, AtkRemAvg:5, DfdRemAvg:0, AtkSucAvg:0.943, DfdSucAvg:0.057
Atk:8, dfd:4, AtkRemAvg:4, DfdRemAvg:0, AtkSucAvg:0.917, DfdSucAvg:0.083
Atk:8, dfd:5, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.862, DfdSucAvg:0.138
Atk:8, dfd:6, AtkRemAvg:3, DfdRemAvg:0, AtkSucAvg:0.803, DfdSucAvg:0.197
Atk:8, dfd:7, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.728, DfdSucAvg:0.272
Atk:8, dfd:8, AtkRemAvg:2, DfdRemAvg:0, AtkSucAvg:0.662, DfdSucAvg:0.338
Atk:8, dfd:9, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.574, DfdSucAvg:0.426
Atk:8, dfd:10, AtkRemAvg:1, DfdRemAvg:1, AtkSucAvg:0.502, DfdSucAvg:0.498
Atk:8, dfd:11, AtkRemAvg:1, DfdRemAvg:2, AtkSucAvg:0.422, DfdSucAvg:0.578
Atk:8, dfd:12, AtkRemAvg:0, DfdRemAvg:2, AtkSucAvg:0.362, DfdSucAvg:0.638
Atk:8, dfd:13, AtkRemAvg:0, DfdRemAvg:3, AtkSucAvg:0.295, DfdSucAvg:0.705
Atk:8, dfd:14, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.235, DfdSucAvg:0.765
Atk:8, dfd:15, AtkRemAvg:0, DfdRemAvg:4, AtkSucAvg:0.178, DfdSucAvg:0.822
Atk:8, dfd:16, AtkRemAvg:0, DfdRemAvg:5, AtkSucAvg:0.15, DfdSucAvg:0.85
Atk:8, dfd:17, AtkRemAvg:0, DfdRemAvg:6, AtkSucAvg:0.107, DfdSucAvg:0.893
Atk:8, dfd:18, AtkRemAvg:0, DfdRemAvg:7, AtkSucAvg:0.088, DfdSucAvg:0.912
Atk:8, dfd:19, AtkRemAvg:0, DfdRemAvg:8, AtkSucAvg:0.069, DfdSucAvg:0.931
Atk:8, dfd:20, AtkRemAvg:0, DfdRemAvg:9, AtkSucAvg:0.045, DfdSucAvg:0.955
Atk:8, dfd:21, AtkRemAvg:0, DfdRemAvg:10, AtkSucAvg:0.036, DfdSucAvg:0.964
Atk:8, dfd:22, AtkRemAvg:0, DfdRemAvg:11, AtkSucAvg:0.03, DfdSucAvg:0.97
